,Simbolo,Volumen Negociación,Precio Ponderado,Precio Apertura,Precio Cierre,Precio Alto,Precio Bajo,Fecha,Transacciones
130,TSLA,87930960.0,233.1107,236.8467,233.07,239.7733,228.3683,2022-07-12 04:00:00,691927
131,TSLA,97954497.0,236.323,225.5,237.04,242.06,225.0333,2022-07-13 04:00:00,769778
132,TSLA,78549072.0,233.8923,234.8967,238.3133,238.6533,229.3333,2022-07-14 04:00:00,600568
133,TSLA,69678159.0,239.6746,240.0,240.0667,243.6233,236.89,2022-07-15 04:00:00,519685
134,TSLA,82526109.0,246.2174,244.9367,240.5467,250.5167,239.6033,2022-07-18 04:00:00,642640
135,TSLA,80890110.0,243.1688,245.0,245.53,247.14,236.9767,2022-07-19 04:00:00,623005
136,TSLA,88564089.0,248.3202,246.7833,247.5,250.6633,243.483,2022-07-20 04:00:00,751731
137,TSLA,141966552.0,265.6636,255.1067,271.7067,273.2667,254.8667,2022-07-21 04:00:00,1184822
138,TSLA,103462317.0,275.2133,276.22,272.2433,280.7867,270.7133,2022-07-22 04:00:00,908548
139,TSLA,64073505.0,270.3138,272.2167,268.4333,274.1467,267.4,2022-07-25 04:00:00,561058
140,TSLA,66820758.0,260.6672,266.5133,258.86,267.31,256.2633,2022-07-26 04:00:00,551723
141,TSLA,88109988.0,270.3485,263.81,274.82,275.9256,261.79,2022-07-27 04:00:00,671564
142,TSLA,84722991.0,279.1299,280.0667,280.9,283.3,272.8,2022-07-28 04:00:00,700681
143,TSLA,95312883.0,289.7726,280.7,297.15,298.32,279.1,2022-07-29 04:00:00,783953
144,TSLA,117042888.0,302.5142,301.275,297.2767,311.8782,295.0,2022-08-01 04:00:00,1085383
145,TSLA,95577468.0,301.7962,294.0033,300.5867,307.8333,292.6667,2022-08-02 04:00:00,808466
146,TSLA,79630905.0,306.3223,305.0,307.3967,309.55,301.15,2022-08-03 04:00:00,746897
147,TSLA,72189717.0,309.0641,311.0,308.6333,313.6067,305.0,2022-08-04 04:00:00,694806
148,TSLA,113154780.0,294.417,302.67,288.17,304.6066,285.5447,2022-08-05 04:00:00,1123821
149,TSLA,99365274.0,297.5273,295.0,290.4233,305.2,289.0854,2022-08-08 04:00:00,925611
150,TSLA,86244681.0,284.1371,290.2933,283.3333,292.3967,279.3533,2022-08-09 04:00:00,806269
151,TSLA,94903572.0,291.0492,297.0667,294.3567,297.51,283.37,2022-08-10 04:00:00,888683
152,TSLA,70155045.0,291.1466,296.5133,286.63,298.2367,285.8333,2022-08-11 04:00:00,726685
153,TSLA,79657287.0,293.8519,289.415,300.03,300.16,285.0333,2022-08-12 04:00:00,676771
154,TSLA,89359167.0,307.9943,301.7867,309.32,313.1333,301.23,2022-08-15 04:00:00,825109
155,TSLA,88071762.0,308.4057,311.6667,306.5633,314.6667,302.8833,2022-08-16 04:00:00,805570
156,TSLA,68765970.0,304.2888,303.3967,303.9967,309.6567,300.0333,2022-08-17 04:00:00,611535
157,TSLA,47500536.0,304.2353,306.0,302.87,306.5,301.8533,2022-08-18 04:00:00,490140
158,TSLA,61395387.0,295.689,299.0,296.6667,300.36,292.5,2022-08-19 04:00:00,589024
159,TSLA,55843347.0,289.1093,291.9133,289.9133,292.4,286.2967,2022-08-22 04:00:00,587357
160,TSLA,63985044.0,294.7901,291.4533,296.4533,298.8266,287.9233,2022-08-23 04:00:00,576125
161,TSLA,57254676.0,300.1117,297.5633,297.0967,303.6467,296.5,2022-08-24 04:00:00,594435
162,TSLA,53208413.0,295.5359,302.36,296.07,302.96,291.6,2022-08-25 04:00:00,1041465
163,TSLA,57111447.0,292.6271,297.43,288.09,302.0,287.47,2022-08-26 04:00:00,984029
164,TSLA,41847822.0,284.4058,282.83,284.82,287.74,280.7,2022-08-29 04:00:00,693160
165,TSLA,50539284.0,279.4392,287.865,277.7,288.48,272.65,2022-08-30 04:00:00,827145
166,TSLA,52107337.0,276.3753,280.62,275.61,281.25,271.81,2022-08-31 04:00:00,756730
167,TSLA,54282224.0,271.3861,272.575,277.16,277.58,266.15,2022-09-01 04:00:00,836023
168,TSLA,50890090.0,274.5814,281.065,270.21,282.35,269.08,2022-09-02 04:00:00,760296
169,TSLA,55847384.0,272.123,272.675,274.42,275.99,265.74,2022-09-06 04:00:00,852786
170,TSLA,50013916.0,279.9115,273.1,283.7,283.84,272.27,2022-09-07 04:00:00,717323
171,TSLA,53713124.0,286.104,281.3,289.26,289.5,279.76,2022-09-08 04:00:00,713364
172,TSLA,54470854.0,297.338,291.67,299.68,299.85,291.245,2022-09-09 04:00:00,781284
173,TSLA,48674604.0,303.6127,300.72,304.42,305.49,300.4,2022-09-12 04:00:00,766855
174,TSLA,68229619.0,293.8625,292.9,292.13,297.3999,290.4,2022-09-13 04:00:00,985167
175,TSLA,72628653.0,300.5355,292.24,302.61,306.0,291.64,2022-09-14 04:00:00,951744
176,TSLA,64771523.0,304.8665,301.825,303.75,309.12,300.7247,2022-09-15 04:00:00,855303
177,TSLA,87034286.0,300.6219,299.605,303.35,303.71,295.6005,2022-09-16 04:00:00,757863
178,TSLA,60231156.0,306.3212,300.09,309.07,309.84,297.8,2022-09-19 04:00:00,842284
179,TSLA,61595783.0,309.3083,306.91,308.73,313.33,305.58,2022-09-20 04:00:00,819818
180,TSLA,62498656.0,307.5438,308.29,300.8,313.8,300.63,2022-09-21 04:00:00,837929
181,TSLA,70531910.0,291.5978,299.86,288.59,301.29,285.82,2022-09-22 04:00:00,1086009
182,TSLA,63702162.0,276.65,283.09,275.33,284.5,272.82,2022-09-23 04:00:00,1057060
183,TSLA,57846913.0,278.2332,271.83,276.01,284.09,270.31,2022-09-26 04:00:00,909215
184,TSLA,61925185.0,283.4808,283.84,282.94,288.67,277.51,2022-09-27 04:00:00,857133
185,TSLA,54642017.0,283.4179,283.08,287.81,289.0,277.57,2022-09-28 04:00:00,739947
186,TSLA,77613142.0,271.3946,282.76,268.21,283.65,265.78,2022-09-29 04:00:00,1125572
187,TSLA,67684990.0,269.0121,266.145,265.25,275.57,262.47,2022-09-30 04:00:00,927855
188,TSLA,98363541.0,245.3577,254.5,242.4,255.16,241.01,2022-10-03 04:00:00,1539826
189,TSLA,109128535.0,249.7201,250.52,249.44,257.5,242.01,2022-10-04 04:00:00,1313284
190,TSLA,86982673.0,238.5136,245.01,240.81,246.6697,233.27,2022-10-05 04:00:00,1172525
191,TSLA,69298437.0,239.3556,239.44,238.13,244.58,235.35,2022-10-06 04:00:00,827247
192,TSLA,83916800.0,226.4628,233.935,223.07,234.5715,222.02,2022-10-07 04:00:00,1245277
193,TSLA,67918618.0,223.4477,223.93,222.96,226.99,218.3582,2022-10-10 04:00:00,890250
194,TSLA,77013202.0,220.6912,220.945,216.5,225.75,215.0,2022-10-11 04:00:00,926043
195,TSLA,66714949.0,215.6162,215.33,217.24,219.2999,211.51,2022-10-12 04:00:00,809804
196,TSLA,91461445.0,215.3832,208.3,221.72,222.99,206.22,2022-10-13 04:00:00,1157759
197,TSLA,93934561.0,211.6407,224.01,204.99,226.26,204.16,2022-10-14 04:00:00,1283326
198,TSLA,79428810.0,217.4758,210.04,219.35,221.86,209.45,2022-10-17 04:00:00,954631
199,TSLA,75890225.0,221.6084,229.5,220.19,229.82,217.25,2022-10-18 04:00:00,841837
200,TSLA,65468379.0,219.7439,219.8,222.04,222.93,217.78,2022-10-19 04:00:00,864642
201,TSLA,117759436.0,208.5758,208.28,207.28,215.55,202.0,2022-10-20 04:00:00,1546084
202,TSLA,75513754.0,210.2686,206.415,214.44,214.66,203.8,2022-10-21 04:00:00,903060
203,TSLA,100035871.0,205.6768,205.82,211.25,213.5,198.5863,2022-10-24 04:00:00,1305814
204,TSLA,96507870.0,219.9929,210.1,222.415,224.3498,210.0,2022-10-25 04:00:00,1050829
205,TSLA,85327078.0,226.5717,219.4,224.64,230.6,218.2,2022-10-26 04:00:00,922631
206,TSLA,61632874.0,226.1389,229.77,225.09,233.81,222.85,2022-10-27 04:00:00,740944
207,TSLA,69152386.0,224.182,225.4,228.52,228.86,216.35,2022-10-28 04:00:00,794354
208,TSLA,61543761.0,226.6211,226.19,227.54,229.85,221.94,2022-10-31 04:00:00,717881
209,TSLA,62688822.0,230.7892,234.05,227.82,237.3951,227.28,2022-11-01 04:00:00,701489
210,TSLA,63070293.0,222.012,226.04,214.98,227.8699,214.82,2022-11-02 04:00:00,802301
211,TSLA,56538848.0,216.3383,211.36,215.31,221.2,210.14,2022-11-03 04:00:00,644110
212,TSLA,98618712.0,211.1258,222.6,207.47,223.8,203.08,2022-11-04 04:00:00,1202728
213,TSLA,93916520.0,200.0527,208.65,197.08,208.9,196.66,2022-11-07 05:00:00,1347595
214,TSLA,128791804.0,191.4195,194.02,191.3,195.2,186.75,2022-11-08 05:00:00,1540661
215,TSLA,126992555.0,184.5352,190.775,177.59,195.89,177.12,2022-11-09 05:00:00,1575592
216,TSLA,132703015.0,187.6075,189.9,190.72,191.0,180.03,2022-11-10 05:00:00,1406974
217,TSLA,114378775.0,191.468,186.0,195.97,196.52,182.59,2022-11-11 05:00:00,1168919
218,TSLA,92208649.0,191.8713,192.77,190.95,195.73,186.34,2022-11-14 05:00:00,953196
219,TSLA,91030136.0,196.6521,195.88,194.42,200.8237,192.06,2022-11-15 05:00:00,984207
220,TSLA,66561999.0,188.3492,191.51,186.92,192.57,185.66,2022-11-16 05:00:00,812207
221,TSLA,64335970.0,183.5598,183.96,183.17,186.16,180.9,2022-11-17 05:00:00,772735
222,TSLA,76048866.0,179.1596,185.05,180.19,185.19,176.55,2022-11-18 05:00:00,944090
223,TSLA,92848312.0,170.8799,175.85,167.87,176.77,167.54,2022-11-21 05:00:00,1251916
224,TSLA,78422477.0,168.9139,168.63,169.91,170.92,166.185,2022-11-22 05:00:00,863694
225,TSLA,109536709.0,179.4952,173.57,183.2,183.62,172.5,2022-11-23 05:00:00,1195367
226,TSLA,50672739.0,182.9317,185.06,182.86,185.2,180.63,2022-11-25 05:00:00,584237
227,TSLA,93038148.0,184.7959,179.96,182.92,188.5,179.0,2022-11-28 05:00:00,975432
228,TSLA,82947611.0,182.4653,184.99,180.83,186.38,178.75,2022-11-29 05:00:00,883440
229,TSLA,109186404.0,187.4975,182.43,194.7,194.76,180.6301,2022-11-30 05:00:00,983598
230,TSLA,80039013.0,195.1277,197.08,194.7,198.92,191.8,2022-12-01 05:00:00,855149
231,TSLA,73645922.0,193.446,191.78,194.86,196.25,191.11,2022-12-02 05:00:00,833601
232,TSLA,93119617.0,184.6579,189.44,182.45,191.27,180.55,2022-12-05 05:00:00,1142290
233,TSLA,92136823.0,178.5344,181.215,179.82,183.65,175.33,2022-12-06 05:00:00,958145
234,TSLA,84213284.0,174.1752,175.03,174.04,179.38,172.218,2022-12-07 05:00:00,968023
235,TSLA,97524491.0,172.2853,172.2,173.44,175.2,169.06,2022-12-08 05:00:00,990873
236,TSLA,104872336.0,179.496,173.84,179.05,182.5,173.36,2022-12-09 05:00:00,1092808
237,TSLA,109294471.0,170.4238,176.1,167.82,177.37,167.52,2022-12-12 05:00:00,1292530
